 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> marzo 30, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Z10_A20_Havar.dat.txt

 Ion = Neon [10] , Mass = 19,992 amu

 Target Density =  8,3000E+00 g/cm3 = 8,5978E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Co     27    044,21    044,82   
     Cr     24    021,05    018,83   
     Ni     28    013,68    013,81   
     Fe     26    020,00    019,22   
      W     74    001,05    003,32   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3,75 MeV   3,982E+03  3,334E+01    1,48 um     1911 A      2281 A   
   4,00 MeV   4,093E+03  3,171E+01    1,54 um     1926 A      2313 A   
   4,50 MeV   4,295E+03  2,892E+01    1,65 um     1956 A      2371 A   
   5,00 MeV   4,474E+03  2,663E+01    1,76 um     1982 A      2422 A   
   5,50 MeV   4,632E+03  2,469E+01    1,87 um     2006 A      2468 A   
   6,00 MeV   4,771E+03  2,305E+01    1,98 um     2027 A      2509 A   
   6,50 MeV   4,894E+03  2,162E+01    2,08 um     2046 A      2548 A   
   7,00 MeV   5,003E+03  2,037E+01    2,18 um     2064 A      2583 A   
   8,00 MeV   5,183E+03  1,830E+01    2,37 um     2104 A      2648 A   
   9,00 MeV   5,324E+03  1,664E+01    2,56 um     2140 A      2705 A   
  10,00 MeV   5,431E+03  1,527E+01    2,74 um     2173 A      2757 A   
  11,00 MeV   5,513E+03  1,413E+01    2,93 um     2204 A      2805 A   
  12,00 MeV   5,573E+03  1,315E+01    3,11 um     2233 A      2850 A   
  13,00 MeV   5,616E+03  1,231E+01    3,28 um     2260 A      2892 A   
  14,00 MeV   5,645E+03  1,158E+01    3,46 um     2287 A      2932 A   
  15,00 MeV   5,662E+03  1,094E+01    3,63 um     2312 A      2970 A   
  16,00 MeV   5,669E+03  1,037E+01    3,81 um     2337 A      3007 A   
  17,00 MeV   5,667E+03  9,862E+00    3,99 um     2361 A      3042 A   
  18,00 MeV   5,659E+03  9,404E+00    4,16 um     2385 A      3077 A   
  20,00 MeV   5,627E+03  8,612E+00    4,51 um     2456 A      3143 A   
  22,50 MeV   5,565E+03  7,802E+00    4,96 um     2558 A      3222 A   
  25,00 MeV   5,486E+03  7,141E+00    5,41 um     2658 A      3299 A   
  27,50 MeV   5,398E+03  6,589E+00    5,87 um     2757 A      3374 A   
  30,00 MeV   5,303E+03  6,122E+00    6,33 um     2854 A      3447 A   
  32,50 MeV   5,205E+03  5,720E+00    6,81 um     2952 A      3520 A   
  35,00 MeV   5,106E+03  5,371E+00    7,29 um     3049 A      3593 A   
  37,50 MeV   5,007E+03  5,065E+00    7,79 um     3147 A      3665 A   
  40,00 MeV   4,910E+03  4,794E+00    8,29 um     3246 A      3738 A   
  45,00 MeV   4,767E+03  4,334E+00    9,32 um     3593 A      3885 A   
  50,00 MeV   4,592E+03  3,960E+00   10,39 um     3931 A      4033 A   
  55,00 MeV   4,435E+03  3,649E+00   11,49 um     4264 A      4185 A   
  60,00 MeV   4,287E+03  3,385E+00   12,64 um     4593 A      4340 A   
  65,00 MeV   4,147E+03  3,160E+00   13,82 um     4922 A      4499 A   
  70,00 MeV   4,015E+03  2,964E+00   15,04 um     5249 A      4663 A   
  80,00 MeV   3,776E+03  2,640E+00   17,61 um     6439 A      5004 A   
  90,00 MeV   3,564E+03  2,383E+00   20,33 um     7559 A      5363 A   
 100,00 MeV   3,377E+03  2,175E+00   23,21 um     8641 A      5743 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  1,2049E-03                keV / (ug/cm2) 
  1,2049E-03                MeV / (mg/cm2) 
  1,2049E+00                keV / (mg/cm2) 
  1,1631E-01                 eV / (1E15 atoms/cm2)
  7,3910E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
