 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> marzo 30, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\He579mbar299.42K (gas).txt

 Ion = Helium [2] , Mass = 4,003 amu

 Target Density =  9,3105E-05 g/cm3 = 1,4006E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999,999 eV    1,019E-03  2,750E-03  191,30 um    78,57 um    54,44 um  
   1,10 keV   1,069E-03  2,664E-03  212,14 um    85,70 um    59,65 um  
   1,20 keV   1,116E-03  2,585E-03  233,30 um    92,77 um    64,90 um  
   1,30 keV   1,162E-03  2,511E-03  254,76 um    99,79 um    70,19 um  
   1,40 keV   1,205E-03  2,441E-03  276,48 um   106,75 um    75,52 um  
   1,50 keV   1,248E-03  2,376E-03  298,46 um   113,64 um    80,88 um  
   1,60 keV   1,289E-03  2,315E-03  320,66 um   120,47 um    86,27 um  
   1,70 keV   1,328E-03  2,257E-03  343,07 um   127,24 um    91,68 um  
   1,80 keV   1,367E-03  2,203E-03  365,68 um   133,95 um    97,12 um  
   2,00 keV   1,441E-03  2,103E-03  411,43 um   147,16 um   108,06 um  
   2,25 keV   1,528E-03  1,992E-03  469,47 um   163,30 um   121,80 um  
   2,50 keV   1,611E-03  1,894E-03  528,26 um   179,04 um   135,56 um  
   2,75 keV   1,689E-03  1,807E-03  587,63 um   194,35 um   149,28 um  
   3,00 keV   1,765E-03  1,728E-03  647,47 um   209,25 um   162,96 um  
   3,25 keV   1,837E-03  1,658E-03  707,66 um   223,75 um   176,55 um  
   3,50 keV   1,906E-03  1,593E-03  768,10 um   237,84 um   190,03 um  
   3,75 keV   1,973E-03  1,535E-03  828,73 um   251,55 um   203,40 um  
   4,00 keV   2,038E-03  1,481E-03  889,46 um   264,89 um   216,63 um  
   4,50 keV   2,161E-03  1,386E-03    1,01 mm   290,59 um   242,69 um  
   5,00 keV   2,278E-03  1,303E-03    1,13 mm   314,91 um   268,11 um  
   5,50 keV   2,389E-03  1,232E-03    1,25 mm   337,96 um   292,85 um  
   6,00 keV   2,496E-03  1,169E-03    1,37 mm   359,83 um   316,90 um  
   6,50 keV   2,597E-03  1,113E-03    1,49 mm   380,60 um   340,27 um  
   7,00 keV   2,695E-03  1,063E-03    1,61 mm   400,34 um   362,97 um  
   8,00 keV   2,882E-03  9,766E-04    1,85 mm   437,45 um   406,44 um  
   9,00 keV   3,066E-03  9,050E-04    2,08 mm   471,15 um   447,38 um  
  10,00 keV   3,242E-03  8,444E-04    2,30 mm   501,85 um   485,93 um  
  11,00 keV   3,411E-03  7,924E-04    2,52 mm   529,93 um   522,26 um  
  12,00 keV   3,574E-03  7,472E-04    2,74 mm   555,71 um   556,54 um  
  13,00 keV   3,732E-03  7,075E-04    2,95 mm   579,48 um   588,92 um  
  14,00 keV   3,885E-03  6,722E-04    3,15 mm   601,44 um   619,56 um  
  15,00 keV   4,035E-03  6,407E-04    3,36 mm   621,82 um   648,59 um  
  16,00 keV   4,181E-03  6,124E-04    3,55 mm   640,77 um   676,14 um  
  17,00 keV   4,324E-03  5,868E-04    3,75 mm   658,44 um   702,32 um  
  18,00 keV   4,464E-03  5,634E-04    3,94 mm   674,96 um   727,24 um  
  20,00 keV   4,736E-03  5,225E-04    4,30 mm   705,77 um   773,64 um  
  22,50 keV   5,064E-03  4,798E-04    4,74 mm   739,80 um   826,02 um  
  25,00 keV   5,381E-03  4,442E-04    5,16 mm   769,32 um   873,07 um  
  27,50 keV   5,688E-03  4,140E-04    5,56 mm   795,19 um   915,61 um  
  30,00 keV   5,986E-03  3,881E-04    5,95 mm   818,07 um   954,30 um  
  32,50 keV   6,277E-03  3,655E-04    6,32 mm   838,45 um   989,66 um  
  35,00 keV   6,560E-03  3,457E-04    6,67 mm   856,72 um     1,02 mm  
  37,50 keV   6,838E-03  3,281E-04    7,02 mm   873,22 um     1,05 mm  
  40,00 keV   7,109E-03  3,124E-04    7,35 mm   888,19 um     1,08 mm  
  45,00 keV   7,633E-03  2,854E-04    7,99 mm   916,38 um     1,13 mm  
  50,00 keV   8,135E-03  2,631E-04    8,58 mm   940,23 um     1,17 mm  
  55,00 keV   8,614E-03  2,444E-04    9,15 mm   960,72 um     1,21 mm  
  60,00 keV   9,070E-03  2,283E-04    9,69 mm   978,57 um     1,25 mm  
  65,00 keV   9,502E-03  2,144E-04   10,21 mm   994,29 um     1,28 mm  
  70,00 keV   9,910E-03  2,022E-04   10,71 mm     1,01 mm     1,30 mm  
  80,00 keV   1,066E-02  1,819E-04   11,65 mm     1,04 mm     1,35 mm  
  90,00 keV   1,132E-02  1,656E-04   12,53 mm     1,06 mm     1,40 mm  
 100,00 keV   1,190E-02  1,522E-04   13,37 mm     1,08 mm     1,43 mm  
 110,00 keV   1,243E-02  1,409E-04   14,18 mm     1,10 mm     1,46 mm  
 120,00 keV   1,293E-02  1,313E-04   14,95 mm     1,11 mm     1,49 mm  
 130,00 keV   1,341E-02  1,231E-04   15,69 mm     1,13 mm     1,52 mm  
 140,00 keV   1,387E-02  1,159E-04   16,42 mm     1,14 mm     1,54 mm  
 150,00 keV   1,433E-02  1,095E-04   17,12 mm     1,15 mm     1,56 mm  
 160,00 keV   1,479E-02  1,039E-04   17,79 mm     1,16 mm     1,58 mm  
 170,00 keV   1,524E-02  9,881E-05   18,45 mm     1,17 mm     1,60 mm  
 180,00 keV   1,570E-02  9,426E-05   19,09 mm     1,18 mm     1,62 mm  
 200,00 keV   1,659E-02  8,640E-05   20,32 mm     1,20 mm     1,65 mm  
 225,00 keV   1,766E-02  7,836E-05   21,76 mm     1,23 mm     1,68 mm  
 250,00 keV   1,866E-02  7,177E-05   23,13 mm     1,25 mm     1,71 mm  
 275,00 keV   1,959E-02  6,628E-05   24,43 mm     1,27 mm     1,74 mm  
 300,00 keV   2,044E-02  6,162E-05   25,67 mm     1,29 mm     1,76 mm  
 325,00 keV   2,120E-02  5,761E-05   26,86 mm     1,31 mm     1,78 mm  
 350,00 keV   2,187E-02  5,412E-05   28,02 mm     1,32 mm     1,80 mm  
 375,00 keV   2,246E-02  5,106E-05   29,14 mm     1,34 mm     1,82 mm  
 400,00 keV   2,298E-02  4,835E-05   30,23 mm     1,35 mm     1,83 mm  
 450,00 keV   2,380E-02  4,375E-05   32,36 mm     1,39 mm     1,86 mm  
 500,00 keV   2,438E-02  4,000E-05   34,43 mm     1,43 mm     1,88 mm  
 550,00 keV   2,475E-02  3,688E-05   36,46 mm     1,46 mm     1,91 mm  
 600,00 keV   2,495E-02  3,424E-05   38,47 mm     1,49 mm     1,93 mm  
 650,00 keV   2,501E-02  3,197E-05   40,47 mm     1,52 mm     1,95 mm  
 700,00 keV   2,497E-02  3,000E-05   42,46 mm     1,55 mm     1,96 mm  
 800,00 keV   2,465E-02  2,674E-05   46,49 mm     1,66 mm     2,00 mm  
 900,00 keV   2,412E-02  2,416E-05   50,58 mm     1,77 mm     2,03 mm  
   1,00 MeV   2,348E-02  2,205E-05   54,78 mm     1,87 mm     2,06 mm  
   1,10 MeV   2,279E-02  2,030E-05   59,09 mm     1,97 mm     2,09 mm  
   1,20 MeV   2,207E-02  1,883E-05   63,55 mm     2,08 mm     2,12 mm  
   1,30 MeV   2,136E-02  1,756E-05   68,15 mm     2,18 mm     2,15 mm  
   1,40 MeV   2,067E-02  1,646E-05   72,90 mm     2,29 mm     2,18 mm  
   1,50 MeV   2,000E-02  1,550E-05   77,81 mm     2,40 mm     2,21 mm  
   1,60 MeV   1,936E-02  1,465E-05   82,89 mm     2,51 mm     2,24 mm  
   1,70 MeV   1,876E-02  1,389E-05   88,13 mm     2,62 mm     2,28 mm  
   1,80 MeV   1,818E-02  1,322E-05   93,54 mm     2,74 mm     2,31 mm  
   2,00 MeV   1,711E-02  1,205E-05  104,88 mm     3,18 mm     2,38 mm  
   2,25 MeV   1,593E-02  1,087E-05  120,01 mm     3,85 mm     2,47 mm  
   2,50 MeV   1,490E-02  9,904E-06  136,23 mm     4,49 mm     2,57 mm  
   2,75 MeV   1,399E-02  9,105E-06  153,54 mm     5,13 mm     2,68 mm  
   3,00 MeV   1,319E-02  8,432E-06  171,93 mm     5,77 mm     2,79 mm  
   3,25 MeV   1,248E-02  7,856E-06  191,40 mm     6,40 mm     2,91 mm  
   3,50 MeV   1,185E-02  7,357E-06  211,95 mm     7,05 mm     3,05 mm  
   3,75 MeV   1,128E-02  6,921E-06  233,56 mm     7,69 mm     3,19 mm  
   4,00 MeV   1,076E-02  6,536E-06  256,25 mm     8,35 mm     3,34 mm  
   4,50 MeV   9,869E-03  5,887E-06  304,75 mm    10,84 mm     3,67 mm  
   5,00 MeV   9,120E-03  5,360E-06  357,44 mm    13,18 mm     4,04 mm  
   5,50 MeV   8,482E-03  4,924E-06  414,27 mm    15,47 mm     4,45 mm  
   6,00 MeV   7,933E-03  4,556E-06  475,20 mm    17,74 mm     4,89 mm  
   6,50 MeV   7,455E-03  4,242E-06  540,20 mm    20,01 mm     5,37 mm  
   7,00 MeV   7,035E-03  3,970E-06  609,22 mm    22,30 mm     5,88 mm  
   8,00 MeV   6,329E-03  3,523E-06  759,06 mm    30,83 mm     7,00 mm  
   9,00 MeV   5,811E-03  3,170E-06  923,92 mm    38,72 mm     8,25 mm  
  10,00 MeV   5,325E-03  2,884E-06    1,10 m     46,39 mm     9,61 mm  
  11,00 MeV   4,938E-03  2,647E-06    1,30 m     54,04 mm    11,09 mm  
  12,00 MeV   4,608E-03  2,448E-06    1,51 m     61,71 mm    12,69 mm  
  13,00 MeV   4,322E-03  2,278E-06    1,73 m     69,46 mm    14,39 mm  
  14,00 MeV   4,073E-03  2,130E-06    1,97 m     77,29 mm    16,20 mm  
  15,00 MeV   3,853E-03  2,002E-06    2,22 m     85,24 mm    18,11 mm  
  16,00 MeV   3,657E-03  1,889E-06    2,49 m     93,29 mm    20,13 mm  
  17,00 MeV   3,481E-03  1,788E-06    2,77 m    101,47 mm    22,24 mm  
  18,00 MeV   3,323E-03  1,698E-06    3,06 m    109,78 mm    24,46 mm  
  20,00 MeV   3,050E-03  1,544E-06    3,69 m    141,45 mm    29,19 mm  
  22,50 MeV   2,770E-03  1,387E-06    4,55 m    186,86 mm    35,65 mm  
  25,00 MeV   2,540E-03  1,261E-06    5,49 m    229,83 mm    42,70 mm  
  27,50 MeV   2,348E-03  1,157E-06    6,52 m    271,94 mm    50,33 mm  
  30,00 MeV   2,186E-03  1,069E-06    7,62 m    313,87 mm    58,52 mm  
  32,50 MeV   2,046E-03  9,937E-07    8,80 m    356,00 mm    67,28 mm  
  35,00 MeV   1,924E-03  9,289E-07   10,06 m    398,51 mm    76,58 mm  
  37,50 MeV   1,817E-03  8,724E-07   11,40 m    441,52 mm    86,42 mm  
  40,00 MeV   1,722E-03  8,226E-07   12,81 m    485,10 mm    96,80 mm  
  45,00 MeV   1,562E-03  7,389E-07   15,86 m    649,98 mm   119,15 mm  
  50,00 MeV   1,430E-03  6,712E-07   19,21 m    804,91 mm   143,58 mm  
  55,00 MeV   1,321E-03  6,152E-07   22,84 m    956,23 mm   170,03 mm  
  60,00 MeV   1,229E-03  5,682E-07   26,77 m      1,11 m    198,47 mm  
  65,00 MeV   1,150E-03  5,281E-07   30,97 m      1,26 m    228,87 mm  
  70,00 MeV   1,081E-03  4,935E-07   35,46 m      1,41 m    261,19 mm  
  80,00 MeV   9,671E-04  4,367E-07   45,24 m      1,98 m    331,51 mm  
  90,00 MeV   8,768E-04  3,920E-07   56,10 m      2,51 m    409,21 mm  
 100,00 MeV   8,034E-04  3,559E-07   68,01 m      3,02 m    494,09 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  1,0741E+02                keV / (ug/cm2) 
  1,0741E+02                MeV / (mg/cm2) 
  1,0741E+05                keV / (mg/cm2) 
  7,1396E+02                 eV / (1E15 atoms/cm2)
  7,5168E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
