 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> marzo 30, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Z10_A20_gas_He242mbar298.73K.dat.txt

 Ion = Neon [10] , Mass = 19,992 amu

 Target Density =  3,9004E-05 g/cm3 = 5,8677E+18 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999,999 eV    5,586E-04  9,064E-03  133,42 um    34,24 um    27,46 um  
   1,10 keV   5,859E-04  9,211E-03  142,52 um    36,22 um    29,14 um  
   1,20 keV   6,119E-04  9,338E-03  151,50 um    38,15 um    30,79 um  
   1,30 keV   6,369E-04  9,449E-03  160,35 um    40,03 um    32,40 um  
   1,40 keV   6,610E-04  9,546E-03  169,11 um    41,89 um    33,98 um  
   1,50 keV   6,842E-04  9,631E-03  177,79 um    43,71 um    35,54 um  
   1,60 keV   7,066E-04  9,706E-03  186,39 um    45,51 um    37,07 um  
   1,70 keV   7,283E-04  9,771E-03  194,92 um    47,28 um    38,59 um  
   1,80 keV   7,495E-04  9,829E-03  203,40 um    49,04 um    40,08 um  
   2,00 keV   7,900E-04  9,925E-03  220,21 um    52,50 um    43,02 um  
   2,25 keV   8,379E-04  1,001E-02  241,00 um    56,75 um    46,61 um  
   2,50 keV   8,833E-04  1,008E-02  261,61 um    60,91 um    50,12 um  
   2,75 keV   9,264E-04  1,012E-02  282,07 um    65,01 um    53,58 um  
   3,00 keV   9,676E-04  1,015E-02  302,43 um    69,04 um    56,98 um  
   3,25 keV   1,007E-03  1,016E-02  322,72 um    73,02 um    60,33 um  
   3,50 keV   1,045E-03  1,016E-02  342,95 um    76,96 um    63,65 um  
   3,75 keV   1,082E-03  1,016E-02  363,15 um    80,86 um    66,94 um  
   4,00 keV   1,117E-03  1,015E-02  383,32 um    84,73 um    70,19 um  
   4,50 keV   1,185E-03  1,010E-02  423,65 um    92,44 um    76,63 um  
   5,00 keV   1,249E-03  1,005E-02  464,02 um   100,06 um    82,99 um  
   5,50 keV   1,310E-03  9,977E-03  504,48 um   107,59 um    89,28 um  
   6,00 keV   1,368E-03  9,899E-03  545,07 um   115,05 um    95,53 um  
   6,50 keV   1,424E-03  9,816E-03  585,80 um   122,46 um   101,73 um  
   7,00 keV   1,478E-03  9,729E-03  626,72 um   129,81 um   107,90 um  
   8,00 keV   1,580E-03  9,548E-03  709,14 um   144,58 um   120,19 um  
   9,00 keV   1,676E-03  9,363E-03  792,40 um   159,19 um   132,41 um  
  10,00 keV   1,767E-03  9,180E-03  876,54 um   173,65 um   144,60 um  
  11,00 keV   1,853E-03  8,999E-03  961,56 um   188,01 um   156,77 um  
  12,00 keV   1,935E-03  8,824E-03    1,05 mm   202,26 um   168,93 um  
  13,00 keV   2,014E-03  8,653E-03    1,13 mm   216,43 um   181,11 um  
  14,00 keV   2,090E-03  8,489E-03    1,22 mm   230,51 um   193,29 um  
  15,00 keV   2,164E-03  8,330E-03    1,31 mm   244,52 um   205,50 um  
  16,00 keV   2,234E-03  8,177E-03    1,40 mm   258,45 um   217,73 um  
  17,00 keV   2,303E-03  8,030E-03    1,49 mm   272,31 um   229,98 um  
  18,00 keV   2,370E-03  7,888E-03    1,58 mm   286,10 um   242,26 um  
  20,00 keV   2,498E-03  7,620E-03    1,76 mm   313,93 um   266,92 um  
  22,50 keV   2,650E-03  7,313E-03    2,00 mm   348,50 um   297,90 um  
  25,00 keV   2,793E-03  7,033E-03    2,24 mm   382,54 um   329,03 um  
  27,50 keV   2,929E-03  6,777E-03    2,48 mm   416,06 um   360,28 um  
  30,00 keV   3,060E-03  6,541E-03    2,72 mm   449,09 um   391,62 um  
  32,50 keV   3,185E-03  6,324E-03    2,97 mm   481,63 um   423,04 um  
  35,00 keV   3,305E-03  6,123E-03    3,22 mm   513,68 um   454,49 um  
  37,50 keV   3,421E-03  5,937E-03    3,47 mm   545,26 um   485,96 um  
  40,00 keV   3,534E-03  5,763E-03    3,73 mm   576,37 um   517,42 um  
  45,00 keV   4,017E-03  5,450E-03    4,24 mm   637,66 um   579,71 um  
  50,00 keV   4,453E-03  5,174E-03    4,73 mm   694,57 um   640,40 um  
  55,00 keV   4,833E-03  4,930E-03    5,23 mm   747,80 um   699,33 um  
  60,00 keV   5,157E-03  4,711E-03    5,71 mm   798,00 um   756,55 um  
  65,00 keV   5,427E-03  4,513E-03    6,20 mm   845,69 um   812,19 um  
  70,00 keV   5,649E-03  4,335E-03    6,68 mm   891,32 um   866,43 um  
  80,00 keV   5,980E-03  4,022E-03    7,64 mm   982,16 um   971,56 um  
  90,00 keV   6,204E-03  3,758E-03    8,61 mm     1,07 mm     1,07 mm  
 100,00 keV   6,362E-03  3,531E-03    9,59 mm     1,15 mm     1,17 mm  
 110,00 keV   6,483E-03  3,334E-03   10,57 mm     1,23 mm     1,27 mm  
 120,00 keV   6,586E-03  3,161E-03   11,56 mm     1,30 mm     1,36 mm  
 130,00 keV   6,683E-03  3,007E-03   12,56 mm     1,38 mm     1,46 mm  
 140,00 keV   6,780E-03  2,870E-03   13,57 mm     1,45 mm     1,55 mm  
 150,00 keV   6,883E-03  2,746E-03   14,58 mm     1,51 mm     1,64 mm  
 160,00 keV   6,994E-03  2,634E-03   15,59 mm     1,58 mm     1,72 mm  
 170,00 keV   7,114E-03  2,532E-03   16,60 mm     1,65 mm     1,81 mm  
 180,00 keV   7,243E-03  2,438E-03   17,62 mm     1,71 mm     1,90 mm  
 200,00 keV   7,531E-03  2,273E-03   19,62 mm     1,84 mm     2,06 mm  
 225,00 keV   7,942E-03  2,099E-03   22,09 mm     1,99 mm     2,26 mm  
 250,00 keV   8,400E-03  1,953E-03   24,50 mm     2,13 mm     2,44 mm  
 275,00 keV   8,896E-03  1,828E-03   26,83 mm     2,25 mm     2,61 mm  
 300,00 keV   9,421E-03  1,720E-03   29,07 mm     2,36 mm     2,77 mm  
 325,00 keV   9,965E-03  1,625E-03   31,24 mm     2,46 mm     2,92 mm  
 350,00 keV   1,052E-02  1,541E-03   33,32 mm     2,55 mm     3,06 mm  
 375,00 keV   1,108E-02  1,467E-03   35,32 mm     2,63 mm     3,19 mm  
 400,00 keV   1,165E-02  1,400E-03   37,25 mm     2,70 mm     3,31 mm  
 450,00 keV   1,276E-02  1,284E-03   40,90 mm     2,85 mm     3,52 mm  
 500,00 keV   1,384E-02  1,188E-03   44,30 mm     2,97 mm     3,71 mm  
 550,00 keV   1,490E-02  1,107E-03   47,49 mm     3,08 mm     3,87 mm  
 600,00 keV   1,593E-02  1,037E-03   50,49 mm     3,17 mm     4,02 mm  
 650,00 keV   1,695E-02  9,765E-04   53,33 mm     3,25 mm     4,14 mm  
 700,00 keV   1,796E-02  9,232E-04   56,03 mm     3,31 mm     4,26 mm  
 800,00 keV   1,996E-02  8,337E-04   61,04 mm     3,47 mm     4,46 mm  
 900,00 keV   2,195E-02  7,614E-04   65,60 mm     3,58 mm     4,63 mm  
   1,00 MeV   2,391E-02  7,016E-04   69,81 mm     3,68 mm     4,77 mm  
   1,10 MeV   2,582E-02  6,513E-04   73,71 mm     3,76 mm     4,88 mm  
   1,20 MeV   2,767E-02  6,083E-04   77,34 mm     3,83 mm     4,99 mm  
   1,30 MeV   2,945E-02  5,711E-04   80,76 mm     3,89 mm     5,08 mm  
   1,40 MeV   3,116E-02  5,385E-04   83,99 mm     3,94 mm     5,15 mm  
   1,50 MeV   3,280E-02  5,098E-04   87,05 mm     3,99 mm     5,22 mm  
   1,60 MeV   3,436E-02  4,842E-04   89,98 mm     4,03 mm     5,29 mm  
   1,70 MeV   3,584E-02  4,613E-04   92,78 mm     4,06 mm     5,34 mm  
   1,80 MeV   3,725E-02  4,406E-04   95,48 mm     4,10 mm     5,40 mm  
   2,00 MeV   3,987E-02  4,047E-04  100,59 mm     4,19 mm     5,49 mm  
   2,25 MeV   4,278E-02  3,679E-04  106,58 mm     4,30 mm     5,58 mm  
   2,50 MeV   4,534E-02  3,377E-04  112,19 mm     4,39 mm     5,66 mm  
   2,75 MeV   4,759E-02  3,124E-04  117,53 mm     4,47 mm     5,73 mm  
   3,00 MeV   4,960E-02  2,909E-04  122,63 mm     4,55 mm     5,79 mm  
   3,25 MeV   5,137E-02  2,723E-04  127,55 mm     4,61 mm     5,85 mm  
   3,50 MeV   5,296E-02  2,562E-04  132,31 mm     4,67 mm     5,90 mm  
   3,75 MeV   5,439E-02  2,419E-04  136,94 mm     4,73 mm     5,94 mm  
   4,00 MeV   5,567E-02  2,293E-04  141,46 mm     4,78 mm     5,98 mm  
   4,50 MeV   5,788E-02  2,079E-04  150,23 mm     4,96 mm     6,05 mm  
   5,00 MeV   5,971E-02  1,904E-04  158,69 mm     5,11 mm     6,12 mm  
   5,50 MeV   6,123E-02  1,758E-04  166,93 mm     5,25 mm     6,18 mm  
   6,00 MeV   6,252E-02  1,634E-04  174,98 mm     5,39 mm     6,23 mm  
   6,50 MeV   6,360E-02  1,527E-04  182,89 mm     5,51 mm     6,27 mm  
   7,00 MeV   6,451E-02  1,435E-04  190,67 mm     5,63 mm     6,32 mm  
   8,00 MeV   6,592E-02  1,281E-04  205,96 mm     6,04 mm     6,40 mm  
   9,00 MeV   6,691E-02  1,159E-04  220,99 mm     6,42 mm     6,47 mm  
  10,00 MeV   6,755E-02  1,060E-04  235,83 mm     6,76 mm     6,53 mm  
  11,00 MeV   6,793E-02  9,767E-05  250,57 mm     7,09 mm     6,59 mm  
  12,00 MeV   6,809E-02  9,065E-05  265,25 mm     7,39 mm     6,64 mm  
  13,00 MeV   6,808E-02  8,463E-05  279,91 mm     7,68 mm     6,70 mm  
  14,00 MeV   6,793E-02  7,941E-05  294,60 mm     7,97 mm     6,75 mm  
